id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
113,74,71,1946,1,Female,4 Plum Boulevard,32.86,-97.21,"$26,016","$39,003","$10,793",788,5
1039,68,64,1951,3,Male,29 Federal Boulevard,34.04,-118.21,"$12,349","$11,566","$9,102",536,4
176,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,"$25,586","$52,172","$66,085",667,4
1104,91,66,1928,3,Male,120 Lafayette Boulevard,26.23,-80.13,"$18,266","$40,141",$805,850,6
946,48,66,1971,5,Male,2981 Ninth Boulevard,40.31,-79.38,"$19,486","$39,733","$79,302",781,4
1465,29,65,1991,2,Female,8463 Second Street,39.53,-84.08,"$25,333","$51,651","$22,705",801,3
25,22,64,1997,3,Female,814 Washington Street,33.36,-111.93,"$24,122","$49,190","$122,458",630,1
571,42,68,1977,11,Male,8580 Valley Stream Avenue,39.46,-77.96,"$18,003","$36,711","$84,949",739,4
1396,22,61,1997,5,Male,666 Lafayette Lane,39.21,-76.72,"$22,728","$46,344","$66,994",732,3
599,26,71,1993,3,Male,4872 Lexington Avenue,40.36,-75.09,"$49,534","$100,991",$0,722,3
1074,62,65,1957,6,Female,1305 Spruce Boulevard,44.66,-103.85,"$16,097","$32,819","$25,393",826,5
214,30,62,1989,8,Male,437 Madison Street,41.83,-87.68,"$23,446","$47,803","$81,929",652,1
771,44,69,1975,9,Male,919 Lafayette Drive,42.33,-122.79,"$18,961","$38,661","$88,636",765,3
520,45,66,1974,4,Male,3346 Hillside Street,40.26,-75.74,"$28,278","$57,658","$74,288",766,5
288,45,69,1974,5,Female,9891 Valley Drive,33.17,-90.48,"$10,909","$22,249","$20,420",789,3
1979,38,68,1982,2,Female,731 Lincoln Boulevard,26.37,-80.1,"$31,706","$64,647","$58,250",738,4
1253,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,"$28,814","$58,749","$113,308",768,6
311,46,68,1973,12,Female,8070 Mill Lane,37.18,-113.6,"$14,470","$29,510","$47,153",752,4
1346,53,65,1966,3,Female,696 Oak Boulevard,36.81,-119.75,"$17,985","$36,672","$99,454",655,2
1622,41,61,1979,1,Female,1063 Federal Boulevard,42.15,-71.13,"$38,878","$79,271","$211,919",759,1
852,35,68,1985,1,Female,955 11th Street,29.82,-82.59,"$19,693","$40,156","$70,128",738,3
1394,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,"$28,373","$57,853","$131,828",558,4
957,73,64,1946,9,Female,862 Martin Luther King Drive,39.17,-77.26,"$33,637","$37,789","$24,575",605,3
515,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,"$20,531","$41,865","$60,911",676,4
1303,66,69,1953,3,Male,602 First Street,41.31,-81.85,"$30,381","$61,937","$138,153",684,7
1287,32,67,1987,7,Female,698 11th Lane,35.55,-77.05,"$15,827","$32,274","$72,974",545,1
296,48,71,1971,3,Male,9570 North Drive,40.81,-74.1,"$37,170","$75,785","$117,920",814,3
1059,50,64,1969,4,Male,9762 Pine Street,35.43,-82.5,"$22,345","$45,560","$79,660",644,3
1378,46,67,1973,3,Female,778 Main Avenue,44.27,-88.34,"$20,013","$40,810","$65,643",614,4
1297,58,67,1961,11,Male,669 Wessex Lane,34.99,-92.63,"$18,817","$38,371","$50,530",703,3
1727,46,67,1973,10,Female,31 Oak Avenue,34,-81.03,"$23,917","$48,762","$143,208",771,6
310,26,61,1994,2,Male,4840 Summit Lane,38.72,-121,"$28,660","$58,435","$134,789",666,2
673,48,68,1971,7,Male,1772 Essex Boulevard,37.27,-79.88,"$19,188","$39,124","$66,231",722,4
1283,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,"$31,226","$63,673","$147,913",591,4
1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,"$18,679","$38,081","$28,613",811,4
1691,23,61,1996,11,Female,5459 El Camino Avenue,35.12,-81.51,"$14,443","$29,450","$36,002",692,1
1078,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,"$28,237","$57,576","$161,107",589,2
124,31,70,1988,8,Female,9833 Forest Street,34.6,-98.42,"$16,829","$34,311","$6,971",680,4
99,63,65,1956,11,Female,891 El Camino Lane,26.23,-80.13,"$26,530","$54,095","$76,109",753,3
1722,24,65,1995,9,Female,162 Rose Drive,37.96,-121.26,"$12,089","$24,648","$32,962",600,1
562,37,61,1982,8,Female,1059 Elm Avenue,39.95,-104.9,"$32,793","$66,863","$89,031",673,1
750,61,68,1959,1,Female,475 Oak Boulevard,35.19,-80.83,"$14,793","$30,165","$36,972",694,2
1223,53,67,1966,6,Male,822 Ocean Street,41.8,-87.92,"$92,938","$189,490","$448,929",717,3
1319,19,68,2000,3,Female,671 George Drive,38.2,-84.55,"$23,827","$48,582","$189,348",546,1
575,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,"$23,207","$26,476",$406,813,5
428,39,69,1980,11,Male,6405 Fifth Avenue,42.99,-71.45,"$27,706","$56,486","$116,394",689,2
828,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,"$17,609","$35,906","$69,819",659,3
1580,19,61,2000,4,Female,528 Spruce Lane,41.6,-87.05,"$27,261","$55,587","$151,141",621,2
1570,21,67,1998,4,Female,100 Seventh Drive,45.93,-88.25,"$18,016","$36,733",$0,761,3
846,48,66,1971,11,Female,58 Catherine Drive,41.26,-96.01,"$33,232","$67,761",$0,745,4
666,57,56,1963,2,Male,919 Lafayette Avenue,35.85,-86.39,"$22,760","$36,282","$14,141",725,1
335,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,"$27,696","$56,467","$66,565",688,3
639,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,"$18,462","$37,645","$46,298",654,4
386,48,64,1971,11,Male,3034 Third Boulevard,42.26,-71.8,"$24,506","$49,967","$62,509",655,1
886,20,67,1999,11,Male,189 Ninth Lane,40.17,-74.91,"$31,656","$64,548","$14,864",726,1
297,20,66,1999,9,Male,354 Main Drive,37.91,-76.47,"$13,938","$28,421","$77,772",738,1
1860,33,65,1986,6,Female,689 Littlewood Lane,34.48,-87.28,"$17,271","$35,213","$87,653",719,3
581,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,"$14,696","$29,962","$55,000",684,3
1910,49,59,1970,5,Male,710 North Lane,27.48,-82.57,"$17,590","$35,868","$48,465",562,4
731,31,73,1988,7,Male,5558 Littlewood Avenue,40.32,-118.2,"$18,734","$38,193","$39,874",703,3
21,48,66,1972,2,Male,819 Park Boulevard,39.47,-87.38,"$21,131","$43,084",$0,850,3
273,42,72,1977,4,Female,849 Norfolk Lane,41.16,-80.56,"$18,351","$37,415","$66,403",665,1
63,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,"$17,370","$35,418","$51,741",660,6
786,18,62,2002,2,Male,4279 West Boulevard,34.9,-79.01,"$15,331","$31,259","$40,701",798,2
1886,26,66,1993,12,Male,6693 George Drive,47.44,-122.28,"$20,233","$41,255","$85,439",683,2
103,41,71,1978,3,Female,8 Tenth Drive,35.82,-78.65,"$17,056","$34,774","$78,060",850,5
1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,"$27,934","$51,717",$418,717,5
585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,"$20,346","$41,483","$64,715",584,1
1532,28,65,1991,3,Female,99 El Camino Drive,39.53,-79.01,"$17,079","$34,825","$65,082",759,1
1958,51,72,1969,2,Male,2994 Tenth Lane,35.05,-78.87,"$18,316","$37,346","$64,030",680,5
744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,"$21,923","$44,699","$21,685",842,5
1836,35,73,1984,10,Male,356 Mill Street,28.92,-81.92,"$8,491","$17,316","$26,872",748,1
477,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,"$24,259","$49,467","$77,465",697,5
1713,18,68,2001,11,Female,3395 Spruce Drive,39.1,-94.62,"$16,795","$34,242",$0,837,1
1506,25,63,1994,10,Male,2800 Third Drive,33.52,-86.79,"$34,578","$70,502","$90,003",614,2
357,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,"$39,312","$80,156","$61,817",735,4
535,51,63,1968,12,Female,1248 Second Drive,41.53,-72.79,"$24,393","$49,737","$136,056",643,1
778,60,60,1959,12,Male,700 Lexington Avenue,40.52,-81.47,"$18,794","$31,003","$23,000",699,3
950,23,66,1996,9,Female,9264 Norfolk Lane,28.5,-81.37,"$14,405","$29,376","$51,428",629,1
1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.19,-83.17,"$14,425","$29,413","$46,043",703,2
1197,28,64,1992,1,Female,146 Lafayette Drive,45.79,-122.69,"$27,308","$55,684","$114,269",722,3
711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,"$20,056","$40,894","$51,844",657,1
1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,"$23,172","$47,242","$62,224",704,6
451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,"$14,199","$28,951","$56,777",711,2
1290,53,68,1966,6,Male,6223 Lexington Drive,33.1,-96.66,"$32,580","$66,428","$197,102",669,2
1817,52,64,1968,2,Female,25622 Lake Street,29.55,-95.27,"$36,253","$73,920","$166,395",683,1
56,22,73,1998,2,Female,5762 River Lane,40.76,-111.84,"$10,539","$21,490","$32,587",682,2
1383,68,64,1951,4,Female,315 Norfolk Lane,42.39,-71.1,"$31,849","$59,938","$36,978",670,1
1915,54,65,1965,6,Male,758 Sixth Boulevard,41.32,-74.18,"$25,534","$52,062","$97,881",775,4
1882,58,65,1961,10,Male,860 Maple Avenue,37.59,-122.06,"$29,097","$59,322","$145,137",694,3
1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,"$26,120","$53,254","$131,334",736,1
1791,61,67,1958,11,Male,4975 Madison Boulevard,39.77,-86.14,"$16,045","$32,716","$46,919",593,3
447,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,"$19,131","$30,977","$21,507",796,5
1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,"$17,144","$34,954","$5,942",729,3
636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,"$11,951","$24,372","$63,295",793,4
782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,"$18,229","$37,169","$93,844",722,3
316,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,"$19,554","$39,871","$73,726",719,4
1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,"$19,630","$40,026","$70,877",768,1
787,19,67,2000,3,Female,762 Lake Drive,29.61,-95.61,"$35,183","$71,740","$38,238",767,2
251,21,66,1998,8,Male,72834 Grant Boulevard,40.7,-73.61,"$20,152","$41,087","$22,720",695,2
1351,18,55,2001,12,Female,892 Third Boulevard,61.14,-149.76,"$28,730","$58,579","$94,998",808,1
490,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,"$29,557","$33,426","$1,852",699,4
1935,23,65,1997,2,Female,98 Mountain View Drive,30.21,-92.02,"$22,001","$44,862","$78,350",750,3
387,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,"$22,261","$45,388","$64,749",723,1
869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,"$22,682","$34,220",$0,745,5
1865,19,66,2000,9,Male,616 Catherine Avenue,40.04,-75.42,"$58,297","$118,862","$276,156",782,1
268,20,62,1999,9,Female,825 Norfolk Drive,43.02,-78.75,"$29,558","$60,265","$80,939",582,3
1124,45,66,1974,3,Male,8385 Mill Boulevard,37.62,-83.41,"$11,644","$23,740","$4,313",841,3
721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,"$18,828","$38,386","$74,820",850,6
813,46,70,1973,6,Male,285 Washington Street,41.99,-71.5,"$19,065","$38,872","$86,648",585,1
152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,"$24,196","$49,335","$51,520",773,3
1896,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,"$19,736","$40,246","$74,352",641,5
1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,"$39,789","$81,122","$112,394",682,5
922,18,64,2001,4,Male,5819 Norfolk Drive,26.89,-82.05,"$14,352","$29,265","$37,375",647,1
549,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,"$30,557","$62,304","$113,416",719,4
565,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,"$21,381","$43,598","$15,891",757,4
1980,54,63,1965,5,Male,990 West Street,29.37,-95.45,"$22,856","$46,603","$57,177",612,1
1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,"$14,191","$28,931","$34,511",711,4
1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,"$35,905","$73,208","$115,827",664,6
637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,"$37,908","$77,288","$46,160",771,4
1770,30,66,1989,9,Male,6657 West Street,26.61,-80.05,"$18,415","$37,544","$15,489",703,4
527,58,65,1961,11,Male,217 Fifth Lane,40.99,-88.72,"$19,926","$40,628","$66,552",636,1
1139,24,68,1995,4,Female,418 Elm Street,32.88,-84.67,"$15,433","$31,469","$53,555",645,1
1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,"$15,385","$31,369",$0,707,3
1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,"$16,351","$33,339","$83,353",679,2
1174,25,65,1994,11,Male,944 Lexington Boulevard,30.6,-87.34,"$20,273","$41,338","$90,737",772,1
112,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,"$17,220","$35,114","$24,637",686,5
369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,"$25,258","$51,499","$7,226",788,4
994,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,"$13,006","$9,795",$396,771,7
1592,19,67,2000,9,Male,1317 Wessex Lane,37.5,-122.3,"$46,616","$95,045","$132,371",708,3
1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,27.9,-81.97,"$17,944","$36,589","$86,573",676,3
1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,"$28,916","$58,959","$109,358",598,2
1052,61,61,1958,12,Male,363 Third Drive,37.99,-122.27,"$25,849","$28,210","$22,961",655,2
494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,"$27,635","$56,347","$32,530",779,3
94,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,"$18,029","$36,760","$95,755",593,2
425,38,67,1981,11,Male,8897 East Street,36.46,-121.82,"$29,174","$59,482","$130,605",688,4
1720,55,60,1964,5,Female,4941 Ocean View Drive,32.75,-97.33,"$12,175","$24,827","$60,261",590,1
1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,"$51,631","$52,929","$37,514",737,7
1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,"$31,114","$63,433","$122,550",770,7
1005,21,67,1998,11,Male,78596 Birch Drive,29.76,-95.38,"$19,364","$39,485","$144,101",685,1
439,33,59,1986,8,Female,142 Valley Drive,41.47,-87.05,"$25,472","$51,938","$97,252",697,2
1285,68,53,1951,12,Female,6723 Maple Street,38.83,-77.21,"$30,622","$65,298","$18,684",524,2
1973,58,65,1962,1,Female,501 Grant Lane,34.87,-85.5,"$15,950","$32,520","$29,433",731,4
448,41,63,1978,8,Male,992 Martin Luther King Avenue,41.48,-87.68,"$19,359","$39,472","$82,626",698,1
1907,37,66,1982,5,Female,4189 Birch Street,22.21,-159.41,"$16,898","$34,457","$48,966",666,2
73,48,73,1971,12,Male,2193 Sixth Avenue,41.71,-73.96,"$26,227","$53,478","$73,030",674,3
1097,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,"$15,863","$32,343","$59,006",732,3
1644,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,"$15,406","$31,943","$1,248",686,6
967,41,56,1978,10,Female,9413 12th Boulevard,43.28,-93.2,"$16,081","$32,789","$47,679",699,2
1929,29,64,1990,8,Male,1734 George Drive,37.72,-122.41,"$20,536","$41,873","$76,725",717,1
1114,44,66,1976,1,Male,9900 Ninth Avenue,39.02,-86.93,"$18,204","$37,115","$58,438",685,3
1087,40,65,1979,12,Female,613 George Boulevard,37.53,-84.66,"$15,202","$30,997","$81,716",722,2
95,25,67,1994,8,Female,157 Eighth Street,47.62,-122.16,"$43,432","$88,554","$142,154",701,2
1778,29,63,1990,3,Male,32595 River Drive,35.49,-119.3,"$14,556","$29,682","$65,845",659,2
1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,"$26,369","$53,762","$37,361",689,8
788,19,66,2001,1,Female,534 Norfolk Lane,40.71,-73.99,"$26,718","$54,477","$72,241",802,2
728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,"$16,224","$33,076","$50,117",721,3
1639,58,67,1961,5,Male,1034 Pine Boulevard,42.12,-80.08,"$24,324","$49,595","$68,057",676,1
1587,31,67,1988,12,Male,8803 Washington Boulevard,42.18,-70.73,"$40,226","$82,019","$64,583",695,3
1883,76,66,1943,5,Male,3462 Ocean Boulevard,38.49,-121.53,"$26,815","$51,942","$22,839",723,4
712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,"$20,102","$29,130","$8,746",720,5
1414,71,66,1948,8,Female,5822 Fourth Boulevard,38.35,-81.63,"$16,835","$13,937","$3,854",783,4
243,20,63,1999,3,Male,592 Hillside Drive,41.84,-87.79,"$18,714","$38,158","$80,609",666,1
146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,"$33,701","$68,710","$201,796",717,3
715,37,75,1983,1,Female,94 Ocean Avenue,41.76,-88.15,"$49,195","$100,303","$53,919",821,2
1489,58,65,1961,11,Female,9191 Main Avenue,43.03,-71.07,"$25,001","$50,980","$87,715",691,1
1232,18,69,2002,1,Male,5504 Spruce Drive,42.4,-96.35,"$22,958","$46,810",$0,747,2
842,61,65,1959,2,Male,945 Third Avenue,47.58,-122.03,"$50,607","$103,185","$206,422",564,1
486,23,71,1996,4,Male,938 Maple Boulevard,36.25,-115.08,"$22,907","$46,704","$91,946",810,1
763,35,61,1985,1,Male,583 Seventh Street,39.99,-75.27,"$50,579","$103,126","$130,160",642,1
154,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,"$18,376","$37,468","$73,448",666,3
704,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,"$55,274","$112,695","$35,135",840,6
1409,23,65,1996,5,Male,512 Tenth Street,42.77,-86.1,"$21,668","$44,181","$82,622",701,1
1601,26,65,1993,5,Female,388 Third Street,41.31,-73.84,"$33,263","$67,820","$86,177",628,2
729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,"$16,421","$24,884","$1,828",850,6
1016,41,53,1978,8,Female,165 Fourth Street,32.95,-117.19,$0,$553,$740,719,3
1214,40,64,1979,11,Male,83302 Valley Stream Lane,42.06,-71.24,"$35,544","$72,470","$133,421",711,2
1760,35,66,1984,11,Female,610 Lake Drive,39.16,-89.48,"$17,696","$36,081","$118,151",682,2
927,37,68,1982,6,Male,13 Federal Street,42.48,-71.15,"$29,122","$59,375",$0,729,2
1667,18,70,2002,2,Male,18 Bayview Avenue,34.82,-89.98,"$23,782","$48,491","$158,871",588,1
1796,60,67,1959,4,Female,89075 Spruce Drive,38.56,-86.61,"$15,138","$30,867","$12,686",794,3
179,33,67,1986,5,Female,906 Little Creek Drive,34.98,-80.54,"$19,605","$39,974","$64,403",652,2
395,39,72,1981,2,Male,1105 Wessex Avenue,32.69,-97.12,"$24,331","$49,611","$110,543",739,4
513,24,69,1995,10,Male,841 Spruce Drive,30.5,-90.46,"$17,584","$35,856","$73,257",712,4
187,35,72,1984,9,Female,707 Elm Boulevard,37.77,-79.99,"$17,537","$35,760","$62,768",830,1
491,40,69,1979,6,Male,2336 George Drive,34.83,-82.37,"$13,249","$27,013","$58,806",651,3
1153,63,62,1956,4,Male,690 Catherine Street,39.69,-104.81,"$24,849","$58,006","$20,196",774,1
377,80,67,1940,1,Female,305 Pine Avenue,47.39,-122.26,"$24,884","$39,110",$363,750,5
850,38,66,1981,12,Female,422 Burns Street,37.98,-85.71,"$19,661","$40,087","$17,392",712,2
1186,46,65,1973,10,Male,12067 Federal Boulevard,39.95,-75.16,"$17,603","$35,891","$87,749",577,3
1694,83,65,1936,3,Female,480 Catherine Drive,41.09,-73.55,"$37,213","$74,753","$1,585",726,5
716,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,"$13,002","$26,511","$21,869",769,6
1131,76,69,1943,4,Male,2609 Plum Drive,38.88,-94.81,"$28,490","$19,682",$0,683,4
1719,81,64,1938,9,Female,678 Park Drive,25.77,-80.2,"$19,386","$23,217","$2,559",616,3
254,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,"$33,151","$67,589",$0,734,3
226,30,68,1989,8,Male,4262 Madison Drive,42.62,-70.86,"$45,596","$92,960","$64,167",724,3
1307,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,"$42,685","$87,030","$156,474",646,5
1095,72,66,1948,2,Male,493 South Street,40.7,-73.89,"$19,329","$22,918","$11,371",750,5
1729,29,56,1990,9,Female,8958 Catherine Street,40.3,-112.3,"$24,445","$49,842","$79,750",698,1
1466,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,"$17,624","$35,933","$23,451",812,2
1226,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,"$18,080","$36,860","$65,049",714,3
1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,"$13,864","$28,269","$66,681",734,6
475,20,66,1999,11,Male,135 Spruce Lane,41.02,-84.04,"$19,827","$40,426","$76,199",727,1
1956,43,71,1976,8,Female,93 11th Avenue,33.81,-117.97,"$18,330","$37,371","$3,378",739,4
706,33,68,1986,9,Female,212 Ocean View Avenue,38.02,-122.54,"$33,148","$67,589","$106,072",602,2
474,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,"$39,705","$80,957","$161,166",683,6
1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,"$94,302","$192,269","$100,192",700,6
320,34,75,1985,8,Male,6444 Madison Drive,32.22,-110.82,"$17,480","$35,641","$64,419",625,2
93,33,69,1986,8,Female,850 Birch Avenue,35.75,-87.79,"$14,073","$28,696","$52,910",686,4
1182,30,65,1989,4,Male,7350 Fourth Lane,43.21,-75.47,"$18,712","$38,153","$92,466",658,1
150,51,73,1968,8,Female,2897 West Street,38.7,-77.24,"$35,062","$71,490",$0,782,3
1327,20,67,1999,12,Female,3183 Burns Boulevard,45.94,-122.67,"$21,093","$43,006","$26,144",688,2
784,44,67,1975,6,Male,41043 Lincoln Lane,30.19,-90.78,"$24,289","$49,523","$89,129",688,4
1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,35.1,-90,"$10,730","$21,876","$20,169",786,2
367,27,67,1992,8,Female,8893 Valley Drive,41.52,-87.42,"$21,992","$44,843","$67,179",756,2
1050,43,65,1976,3,Female,41332 Lincoln Avenue,35.98,-78.91,"$17,625","$35,938","$47,204",670,3
207,73,65,1946,10,Female,518 Main Street,36.58,-79.4,"$16,745","$28,553","$19,507",745,5
1838,18,68,2001,12,Female,753 East Avenue,35.05,-78.87,"$19,520","$39,803","$53,607",695,1
798,50,68,1969,9,Female,9982 Summit Boulevard,33.57,-117.14,"$24,069","$49,076","$56,547",715,4
1207,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,"$27,646","$56,368","$71,544",664,3
1012,35,66,1984,6,Female,9006 Ocean Boulevard,39.95,-75.16,"$16,114","$32,855","$94,228",693,2
844,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,"$21,401","$18,149","$26,672",738,2
334,44,65,1975,11,Male,8349 Valley Avenue,41.16,-82.22,"$19,818","$40,407","$25,986",697,3
815,19,60,2000,6,Male,57285 Jefferson Avenue,33.61,-112.46,"$23,747","$48,418","$73,106",756,2
1100,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,"$29,337","$59,815","$73,325",573,2
407,23,66,1996,8,Female,9392 Fifth Avenue,41.83,-87.68,"$20,822","$42,454","$63,754",750,4
1244,43,69,1976,5,Female,580 Fifth Boulevard,35.28,-81.28,"$16,073","$32,775","$72,785",637,1
1740,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,"$28,215","$57,532","$61,268",735,4
1754,34,67,1985,11,Female,97 Fourth Drive,34.58,-94.23,"$12,910","$26,325","$32,456",562,1
1184,70,74,1950,1,Male,20382 Park Drive,37.56,-121.98,"$33,727","$68,765","$75,608",798,5
1440,26,58,1993,4,Male,7344 Oak Drive,41.42,-78.55,"$18,965","$38,670","$80,894",630,1
200,57,65,1962,11,Female,4940 Ocean View Drive,38.21,-82.56,"$17,918","$36,528","$109,785",701,3
1446,28,61,1991,4,Male,54 Burns Avenue,34.02,-94.73,"$13,811","$28,163","$50,872",689,4
1263,56,70,1963,8,Female,212 Mountain View Lane,33.95,-84.54,"$17,977","$36,652","$60,949",600,3
1483,18,70,2001,12,Male,65690 Bayview Lane,41.93,-71.29,"$26,693","$54,427","$96,369",714,2
1085,27,66,1992,6,Female,563 Jefferson Boulevard,32.97,-117.02,"$36,390","$74,198","$16,084",838,3
1961,18,66,2002,1,Male,6295 Norfolk Boulevard,35.59,-77.37,"$17,116","$34,904","$46,002",657,2
776,55,73,1964,12,Male,905 West Avenue,35.1,-90,"$47,798","$97,455","$219,213",616,2
890,37,66,1983,1,Female,911 Ocean Boulevard,33.87,-117.89,"$25,592","$52,181","$26,792",727,2
1445,68,68,1951,6,Male,8199 Park Boulevard,41.12,-85.87,"$17,969","$27,939","$11,243",841,5
74,54,74,1965,5,Female,1444 Plum Boulevard,38.86,-104.76,"$20,579","$41,957","$151,027",783,3
1216,26,61,1993,11,Female,9129 Lexington Lane,37.74,-84.29,"$19,666","$40,102","$57,857",601,6
797,61,69,1958,9,Female,7945 Fourth Avenue,21.3,-157.85,"$30,410","$62,005","$149,968",651,9
610,18,58,2002,1,Male,36 First Drive,47.78,-117.45,"$21,609","$44,061","$107,955",713,4
1917,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,"$28,694","$58,503","$37,838",680,4
975,28,67,1991,5,Female,34542 Ninth Drive,42.88,-78.85,"$14,456","$29,478","$39,224",675,2
109,29,66,1990,8,Female,933 Sussex Drive,45.6,-108.68,"$19,625","$40,005","$37,694",737,2
547,70,66,1949,5,Male,111 Hillside Avenue,42.62,-88.63,"$18,351","$31,901","$16,285",778,4
347,28,63,1991,8,Female,5671 Sussex Drive,25.77,-80.2,"$21,602","$44,046","$57,982",557,3
201,61,65,1958,5,Male,206 Pine Lane,41.52,-88.12,"$17,567","$35,823","$96,691",732,3
1368,29,69,1990,5,Female,637 Littlewood Drive,37.22,-77.28,"$22,059","$44,976","$80,109",717,2
1547,28,66,1992,2,Male,768 Valley Stream Drive,43.54,-89.46,"$19,635","$40,035","$69,241",684,2
1812,31,62,1988,5,Female,551 Essex Drive,34.78,-92.25,"$25,002","$50,978","$76,898",574,2
1379,76,72,1943,6,Male,93374 11th Street,42.58,-82.91,"$19,780","$34,408","$9,107",701,4
82,22,68,1997,9,Female,6054 Main Avenue,41.83,-87.68,$0,"$2,026","$1,417",779,1
1053,59,66,1960,5,Male,756 El Camino Avenue,28.65,-81.18,"$27,255","$55,571","$93,460",636,3
1893,26,59,1993,12,Male,6222 Sixth Lane,43.1,-71.73,"$26,084","$53,182","$99,550",623,1
955,33,67,1987,2,Male,6785 Valley Stream Boulevard,40.28,-80.6,"$16,648","$33,944","$53,353",798,4
856,54,59,1965,7,Male,275 Tenth Street,38.98,-77.12,"$56,069","$114,318","$328,089",748,3
